S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
2021,, Kalkaji,2000.0,40000000,57143,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,,Delhi,3,77.256731,28.542302,128,49,280,189,194,127,70,115,0.7143287781112475,1.855619726352687,0.44379966918110897
2022,, Lajpat Nagar 1,760.0,4500000,10000,Ready to Move,10 out of 10,Resale,,,Freehold,,Delhi,1,77.249023,28.568763,218,8,260,695,572,58,95,105,0.19919433705482048,0.09948212183147034,0.17496846589638845
2023,, Tulip White,1500.0,8500000,6410,Ready to Move,17 out of 19,Resale,,,Freehold,,Gurgaon,3,77.030328,28.394358,59,60,743,506,831,128,29,28,8.608613522915235,17.531602283714843,13.021951054858148
2041,Mukesh, Krishna Nagar-Safdarjung Enclave,900.0,12500000,12077,Ready to Move,2 out of 3,New Property,East,Main Road,Freehold,1 Covered,Delhi,3,78.027009,15.815253,96,162,741,742,511,4,5,29,240.18354232895655,1412.1903602337006,1403.0288701864722
2042,Builder Floors Specialist, Purvanchal Royal City,380.0,7800000,4522,Ready to Move,Ground out of 25,New Property,North,Main Road,Freehold,"1 Covered,",Noida,3,83.179027,26.075871,162,177,5558,5516,5604,1,24,118,697.5926821418777,708.8460450945904,702.1942845532525
2044,, Anmol,1300.0,1700000,2574,Poss. by Apr '24,Ground out of 4,New Property,East,Main Road,Freehold,1 Covered,Faridabad,1,78.437441,17.516771,96,162,741,742,511,4,5,29,110.4134673264683,1227.8068915929541,1218.760190559248
2046,, DLF The Pinnacle,900.0,70000000,17500,Ready to Move,2 out of 3,Resale,North - West,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",Gurgaon,4,77.096006,28.452247,59,60,831,5547,818,29,28,128,2.7087705691208854,10.359034315847389,3.313086982776888
2047,, Sector 25,3600.0,3550000,2601,Ready to Move,3 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Noida,3,77.084224,28.4860888,135,136,831,4251,818,128,28,29,0.5847427460184085,7.907468664813794,3.7932317989548
2048,, RWA Jalvayu Vihar,1470.0,8640000,7200,Ready to Move,14 out of 17,Resale,North,Main Road,Freehold,"4 Covered,",Noida,2,77.052335,28.459044,59,60,2217,831,818,128,28,29,2.2559970791667037,10.157060801281462,6.771078391931559
2049,, Oasis Grandstand,600.0,3200000,4604,Ready to Move,20 out of 25,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Open,Noida,1,73.69911,15.692625,96,162,743,167,459,29,128,28,491.78489941107426,1474.6986602369825,1465.6006105923109
2072,Suresh Properties (Lamba JI), Sector XU 3 Greater Noida,1291.0,11000000,8521,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Open,Noida,2,77.325845,28.570668,15,143,1468,1478,1481,24,118,53,1.2051744711183208,3.767359026280647,2.7745343137052463
2073,Sector 49 Affordable Homes, Savitri Nagar Village,1400.0,11000000,7857,Ready to Move,2 out of 19,Resale,East,Main Road,Freehold,"1 Covered,",Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2074,, Dwarka Expressway,1000.0,13000000,7429,Ready to Move,3 out of 4,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Gurgaon,3,76.9687873,28.464282,202,59,2160,2236,1859,128,109,74,10.959803459813307,13.448241923141047,6.186162713874924
2075,, DS 19,1250.0,9000000,11111,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,2,77.0299194,28.4646148,59,60,2217,2205,2071,128,109,89,4.779840868964434,9.90083361768661,6.5393517672475205
2076,, New Ashok Nagar,1200.0,1500000,3000,Ready to Move,1 out of 1,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,1,77.300595,28.589398,131,109,1477,1738,1481,24,53,101,0.10706020489615503,2.023735668103592,0.09395276317953699
2077,, Sector 27 Noida,1050.0,90000000,12000,Ready to Move,Ground out of 1,Resale,North,"Garden/Park, Pool, Main Road",Freehold,"2 Covered,",Noida,8,77.326755,28.577677,15,131,1468,1471,1430,24,118,53,1.745617019022299,3.0934770553208017,2.3086568535914904
2078,, Yamuna Enclave,450.0,16000000,8889,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Leasehold,,Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2079,, Varun Enclave,900.0,12000000,9554,Ready to Move,1 out of 3,Resale,North - East,Main Road,Leasehold,,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2080,, Noida Authority Plots,1422.0,5000000,4167,Ready to Move,2 out of 4,Resale,East,"Garden/Park, Pool",Freehold,,Noida,2,77.421245,28.497333,15,10,5558,413,5516,1,118,24,12.1516135500944,15.915413304295576,9.12714528773292
2082,, DDA Ekta Apartment,715.0,13000000,8966,Ready to Move,4 out of 5,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,Delhi,3,77.125611,28.72124,173,171,4777,5255,4852,50,41,9,1.332223931123333,0.3080333870859122,0.5062490964336688
2084,, Sector 28,464.0,17100000,7773,Ready to Move,3 out of 4,Resale,North - East,,Leasehold,,Noida,4,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.6359422040788547,9.05978538142453,4.179704616607458
2102,, Sector 30,2777.0,27500000,10185,Ready to Move,9 out of 14,Resale,North,Pool,Freehold,1 Covered,Noida,3,77.05668192,28.4616245,59,60,2217,831,818,128,28,29,1.7912390044469786,9.874137980306761,6.521991112101963
2103,, Nilaya Greens,60.0,4500000,3583,Ready to Move,7 out of 23,New Property,North,"Garden/Park, Pool, Main Road",Power Of Attorney,1 Covered,Ghaziabad,3,77.026761,28.512866,182,40,2217,2205,1898,128,109,18,3.652832754925323,5.151483506545264,2.698339173217348
2104,, Suncity Platinum Towers,1125.0,98000000,23473,Ready to Move,Ground out of 5,New Property,South -West,Main Road,Freehold,1 Open,Gurgaon,4,77.073252,28.475672,60,112,831,2217,818,128,28,29,0.3824736992785483,8.583942724351068,4.977093311486982
2105,, Najafgarh New Delhi,495.0,2900000,5686,Ready to Move,17 out of 23,Resale,East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Delhi,2,76.984062,28.610545,121,122,2169,1954,1920,116,120,74,0.2693206438633521,0.5893087067217032,0.45492221637114033
2106,, Chhattarpur Enclave Phase2,700.0,7500000,6667,Ready to Move,Ground out of 2,Resale,East,Main Road,Leasehold,"1 Covered,",Delhi,3,77.179833,28.502919,20,46,664,530,465,29,34,40,0.6826190839955619,2.766986311656755,0.3245388304192826
2107,, Suncity Platinum Towers,5000.0,103500000,24790,Ready to Move,8 out of 12,New Property,North,"Garden/Park, Main Road",Freehold,"1 Covered,",Gurgaon,4,77.073252,28.475672,60,112,831,2217,818,128,28,29,0.3824736992785483,8.583942724351068,4.977093311486982
2109,, Oxy Homez,160.0,3000000,3158,Ready to Move,Ground out of 3,Resale,East,"Pool, Main Road",Freehold,2 Covered,Ghaziabad,2,75.357674,12.043109,96,162,167,5557,741,29,4,5,695.5057833579257,1839.7713639143212,1830.157648238356
2111,, KDP MGI Gharaunda,650.0,2300000,2875,Ready to Move,3 out of 3,Resale,South - East,"Garden/Park, Pool, Main Road",Leasehold,,Ghaziabad,2,83.338619,17.72932,96,162,741,742,511,5,4,1,645.2733597632508,1374.6390979721916,1367.688375145866
2112,, South City 1,410.0,32500000,27083,Ready to Move,29 out of 78,Resale,East,Garden/Park,Freehold,,Gurgaon,2,77.0612091,28.4597391,59,60,831,2217,818,128,28,29,1.2714887856602037,10.111360567154088,6.624436841932858
2113,, Sanjay Enclave Colony Faridabad,2475.0,4200000,4200,Ready to Move,4 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Faridabad,5,77.275046,28.651464,93,41,1537,1649,1193,61,57,114,1.8236783329231447,1.221352015827266,0.5734029658554454
2114,, Manavsthali Apartment,2263.0,12000000,8276,Ready to Move,16 out of 29,Resale,East,"Garden/Park, Pool",Freehold,,Delhi,3,77.089289,28.672981,154,212,4590,4591,4633,49,79,93,0.8460346241187938,0.4543812989212076,0.34017257109009835
2115,, Vidhayak Colony,1850.0,2970000,4400,Ready to Move,12 out of 14,Resale,South,"Garden/Park, Main Road",Freehold,,Ghaziabad,2,87.600946,26.140722,187,162,5558,5516,413,24,129,118,1164.9288632946684,1174.0792633378335,1168.9332531429834
2119,, Parsvnath Exotica,300.0,48000000,16580,Ready to Move,1 out of 2,Resale,,,,,Gurgaon,3,77.224745,28.62923,12,166,25,24,3448,110,45,2,0.06626671366817603,2.2604003174664866,0.5895335816776492
2132,, IMT Manesar,875.0,8000000,3556,Ready to Move,3 out of 10,Resale,North - East,Main Road,Freehold,1 Covered,Gurgaon,4,76.920669,28.3671851,202,59,2126,1881,2160,128,109,74,11.895082060363265,25.155587738619406,16.2138605517228
2133,, Gaur City 2 White Orchid,700.0,2450000,2513,Ready to Move,Ground out of 4,New Property,East,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",Noida,2,85.26667,26.76667,187,162,5558,5516,413,24,129,118,896.730045380824,905.9481919540251,900.8885877839025
2134,, Lotus 300,2588.0,57000000,10000,Ready to Move,3 out of 21,Resale,East,Garden/Park,Freehold,2 Covered,Noida,4,77.034447,28.4692855,60,59,2217,2205,1750,128,89,109,4.228751538698202,9.272902262746548,5.888083194850053
2137,, Shalimar Garden Extension 1,600.0,1810000,3017,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Open,Ghaziabad,1,79.133452,10.770244,96,162,741,742,511,4,5,29,813.465693250513,1980.639657134069,1971.586585402793
2139,, Alaknanda,200.0,27000000,15000,Ready to Move,6 out of 14,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,3,77.1032109,28.43029545,59,60,743,506,515,29,28,40,4.679527576054256,11.772197741525536,4.22327820828447
2141,, Vatika India Next,2150.0,12500000,9259,Ready to Move,Ground out of 4,Resale,West,"Garden/Park, Main Road",Freehold,,Gurgaon,3,76.96273001,28.38815825,202,59,2160,2236,1859,128,109,74,13.126801745021584,20.668915715068476,14.637571303710184
2142,, Pratap Vihar,1522.0,6600000,5500,Ready to Move,2 out of 3,Resale,East,Garden/Park,Freehold,,Ghaziabad,3,77.410518,28.648272,187,6,1203,1580,1343,129,94,100,2.5425362917229575,10.35374248334515,8.433147334705694
2143,, Anarkali Colony,1800.0,4500000,6923,Ready to Move,1 out of 2,Resale,East,Garden/Park,Freehold,,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2144,, Shyam Vihar 1 Najafgarh New Delhi,1100.0,3400000,5231,Ready to Move,Ground out of 4,Resale,,,,,Delhi,3,76.984062,28.610545,121,122,2169,1954,1920,116,120,74,0.2693206438633521,0.5893087067217032,0.45492221637114033
2145,, Mansarovar garden New Delhi,1200.0,17000000,85000,Ready to Move,Ground out of 2,Resale,,,,,Delhi,3,77.298484,28.680502,105,185,2315,2317,2316,129,94,114,0.5584072705138172,2.5482472865876633,0.17726182177736763
2162,, Sector 41,900.0,1140000,2923,Ready to Move,1 out of 7,Resale,East,Garden/Park,Freehold,,Faridabad,1,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.9334500571520755,10.459639773605929,6.318004683950334
2163,, Sector 41,1300.0,12500000,6173,Ready to Move,10 out of 10,Resale,East,Main Road,Freehold,,Faridabad,4,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.9334500571520755,10.459639773605929,6.318004683950334
2164,, Sector 41,1000.0,4440000,2921,Ready to Move,5 out of 11,Resale,North,Main Road,Freehold,,Faridabad,3,77.0646046,28.4569188,59,60,831,818,5547,128,28,29,0.9334500571520755,10.459639773605929,6.318004683950334
2166,, Uttam Nagar,1350.0,1300000,4815,Poss. by Dec '23,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,,Delhi,1,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2167,, Pawittra Apartment,463.0,17500000,10938,Ready to Move,4 out of 7,Resale,East,Main Road,Freehold,,Delhi,3,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.7591350888262554,9.033171928368073,3.6944877057174343
2168,, Shivaji Nagar,1950.0,10000000,7426,Ready to Move,3 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,,Delhi,3,77.0237905,28.4552808,59,60,2217,2071,2205,128,109,89,5.442900876326723,11.087940696710605,7.750560783314819
2191,Mehta Realtors, Rani Bagh,1440.0,16000000,11111,Poss. by Jan '24,2 out of 4,New Property,East,Main Road,Freehold,1 Open,Delhi,4,78.660315,30.203851,58,187,3701,3768,3867,129,106,91,201.79205070572542,225.2891549969257,222.51159752003463
2192,Lifetime Properties, Paras Tierea,495.0,3200000,6465,Ready to Move,16 out of 28,Resale,North - East,"Pool, Main Road",Leasehold,1 Open,Noida,1,77.02043,28.453932,59,60,2217,2071,2070,128,109,89,5.828237641575601,11.347279466879302,8.034564245881711
2193,Family And Flats, DDA Pocket JK,950.0,8500000,6296,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,2,77.255997,28.531617,49,128,637,123,312,5,4,115,1.6787288943415157,1.9205798427225007,0.4792153983952502
2194,Gurgaon City Estate, DLF Beverly Park,5000.0,82500000,15000,Ready to Move,9 out of 9,Resale,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,5,72.877234,19.298235,96,202,2126,1863,1881,128,29,109,538.4524042325954,1126.7968279987842,1115.3092276407797
2195,Ansh Home and Dovelopers, Tri Nagar New Delhi,900.0,15000000,4000,Ready to Move,3 out of 3,Resale,North - East,Main Road,Freehold,1 Open,Delhi,4,77.163665,28.557163,216,120,4198,4216,4194,40,71,28,0.5050809453075082,2.762807440145347,0.5144558901147791
2196,, Khanpur,450.0,1900000,3596,Ready to Move,5 out of 5,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Delhi,1,76.759932,28.291193,202,59,2126,1863,2125,74,109,128,22.52838233183297,42.22704825425248,28.254719761187232
2198,, Pratap Nagar New Delhi,750.0,7000000,4647,Ready to Move,Ground out of 1,New Property,East,"Garden/Park, Main Road",Power Of Attorney,1 Open,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2199,, Signature The Serenas,663.0,3950000,5000,Ready to Move,4 out of 13,New Property,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,2,76.350204,10.266724,96,162,167,741,742,4,5,29,859.6175238284512,2027.8405740385836,2018.2265186710758
2200,, The Rivulet Phase 1,1595.0,6750000,8889,Poss. by Apr '30,15 out of 18,New Property,South,"Garden/Park, Main Road",Freehold,"1 Covered,",Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2201,, Kanwar Singh Nagar,900.0,8000000,9590,Ready to Move,4 out of 5,Resale,North - East,"Garden/Park, Main Road",Freehold,4 Open,Delhi,2,77.100874,28.631349,207,200,5746,3301,3208,123,37,14,0.7544545889488364,2.0373330005165293,0.1784194056633394
2202,, Unitech Fresco,1000.0,18000000,9000,Ready to Move,Ground out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.058547,28.444525,59,60,831,5547,818,128,28,29,2.271205072312003,11.778696341726244,7.38416755238628
2203,, Sector 55 Noida,1137.0,45000000,9630,Ready to Move,3 out of 3,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Noida,8,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.1925425755356078,3.7635120903323593,2.7813198036181452
2204,, Sector 55 Faridabad,4100.0,5200000,12593,Ready to Move,13 out of 17,Resale,North,Main Road,Freehold,1 Covered,Faridabad,2,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532104771,9.657639259865794,6.298185609802022
2205,, Sector 35,2100.0,8500000,4741,Ready to Move,Ground out of 2,Resale,East,"Garden/Park, Pool",Freehold,,Noida,3,77.0018689,28.4145669,59,60,2071,2217,2070,128,109,28,9.297440728586707,16.158649136605472,11.776995047944352
2206,, Sultanpur,925.0,3200000,6824,Ready to Move,2 out of 3,Resale,East,,Freehold,,Delhi,2,76.88897104,28.46001395,202,182,2126,1881,2125,74,109,116,2.1042582134109744,18.641600270685423,5.549626975609689
2207,, Amrapali Zodiac,450.0,7340000,10305,Ready to Move,8 out of 8,Resale,North - East,,Leasehold,,Noida,2,77.398594,28.585036,15,143,1184,1320,1580,24,7,53,7.50912114827969,9.574493238089689,7.069626626942295
2208,, Godrej Nature Plus,645.0,13500000,14843,Poss. by Jan '28,Ground out of 4,New Property,East,,,,Gurgaon,2,77.695385,12.923102,96,162,741,742,511,4,5,29,555.0605414653824,1731.2707765954674,1722.0406661418103
2221,, Sector 37,580.0,22000000,6637,Ready to Move,10 out of 20,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,5,76.999294,28.4342681,59,60,2071,2070,2160,128,109,89,8.605822223445827,14.256764140048062,9.571996112451636
2222,, Sector-37 Greater Noida,1200.0,7000000,5419,Ready to Move,1 out of 4,Resale,South - East,"Pool, Garden/Park, Main Road",Leasehold,"1 Covered,",Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2223,, Fyaz Ganj,1200.0,25000000,10643,Ready to Move,Ground out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,6,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2224,, Jhangir Puri,1700.0,2300000,3966,Ready to Move,4 out of 4,Resale,North - East,Pool,Freehold,"2 Covered,",Delhi,2,85.835016,19.813117,96,162,5523,245,566,1,5,4,945.6444694415796,1356.284650515331,1348.6550052956457
2225,, Ashiana Mulberry,4200.0,11500000,6647,Ready to Move,7 out of 12,Resale,North - East,"Pool, Garden/Park",Freehold,3 Covered,Gurgaon,3,76.767685,30.704855,58,176,5401,5402,3774,103,99,102,215.051343853244,210.16585838816522,206.5982123015834
2226,, Sector 36 Block B,1330.0,120000000,1200,Ready to Move,20 out of 20,Resale,North - West,Main Road,Freehold,2 Covered,Noida,10,88.410935,22.57429,96,162,5516,5558,5604,1,118,24,1313.7530781180956,1401.4965810488345,1394.2887809109852
2227,, Gokul Apartments,1250.0,8700000,5387,Ready to Move,12 out of 30,Resale,North - East,Main Road,Power Of Attorney,1 Covered,Faridabad,3,75.739909,26.894541,202,59,2126,1863,2125,128,74,109,214.4672407461229,234.194206773239,220.11658491149853
2228,, Supertech Ecociti,900.0,7500000,5792,Ready to Move,Ground out of 2,Resale,East,Main Road,Freehold,,Noida,3,77.441602,28.610201,187,6,1184,1203,1580,24,7,94,7.301054857335747,14.175244502693422,11.277844068987848
2229,, M3M Skywalk,675.0,14000000,9831,Ready to Move,22 out of 34,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,,Gurgaon,2,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927120679,16.4873181862119,9.864130395482855
2230,, Greater Noida West Noida,1100.0,7000000,7778,Ready to Move,8 out of 18,Resale,North - West,Garden/Park,Freehold,,Noida,3,77.381182,28.534601,15,143,413,5558,5574,118,1,24,6.133333059963796,10.33348984729749,5.324722555243147
2231,, Pareena Sec68,1100.0,17000000,8500,Ready to Move,1 out of 3,Resale,East,Main Road,Freehold,,Gurgaon,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2232,, Unitech The World Spa,450.0,95000000,18269,Ready to Move,Ground out of 3,Resale,East,Garden/Park,Freehold,,Gurgaon,5,77.057808,28.459666,59,60,2217,831,818,128,28,29,1.648640235412551,10.096066077212969,6.752921460436285
2235,, Chhattarpur,1750.0,7500000,5172,Ready to Move,Ground out of 4,New Property,East,Main Road,Freehold,,Delhi,3,77.179833,28.502919,20,46,664,530,465,29,34,40,0.6826190839955619,2.766986311656755,0.3245388304192826
2236,, New Colony,760.0,5000000,5263,Ready to Move,2 out of 3,Resale,,,Freehold,,Gurgaon,2,77.0142654,28.4662572,60,59,2217,2071,2070,128,109,89,6.490477019166005,10.336337219313577,6.545328623275501
2251,, Gaur Green Vista,2400.0,6300000,5780,Ready to Move,6 out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Ghaziabad,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2252,, Sector 56 Noida,390.0,20000000,11469,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,1 Open,Noida,3,77.097906,28.425202,59,60,743,506,515,29,28,128,4.713395137003389,12.568465973359713,4.952746911608445
2253,, Sector 56 Noida,100.0,60000000,15000,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,1 Open,Noida,8,77.097906,28.425202,59,60,743,506,515,29,28,128,4.713395137003389,12.568465973359713,4.952746911608445
2254,, Sector 58,55.0,5720000,2600,Ready to Move,5 out of 5,Resale,North - East,Garden/Park,Freehold,2 Covered,Noida,2,77.1085564,28.4160012,59,60,743,506,515,29,28,40,6.246906732060068,12.851900337161194,4.390667237852727
2259,, West Rohtash Nagar,1009.0,2400000,5333,Ready to Move,1 out of 3,Resale,South - East,Garden/Park,Freehold,,Delhi,2,77.055712,28.621757,214,213,4729,4727,4728,52,72,122,2.2200000259431363e-05,0.45676670883054543,0.514374443137652
2261,, Devika Skypers,2000.0,2600000,3444,Ready to Move,Ground out of 4,Resale,East,,Leasehold,,Ghaziabad,2,79.253325,12.493889,96,162,741,742,511,4,5,29,632.0867695035415,1792.1105466773156,1783.1087742233774
2282,, Sector 3 Gurgaon,1150.0,5300000,11200,Ready to Move,2 out of 4,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,4,76.91932614,28.3627664,202,59,2126,1881,2125,128,109,74,12.26249021445182,25.640560641632035,16.66396366344365
2285,, Aditya Urban Homes,1650.0,2000000,2376,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Ghaziabad,1,78.395771,17.506672,96,162,741,742,511,4,5,29,106.681856261139,1228.4317832322793,1219.374870528062
2286,, Vihaan Galaxy,1650.0,2400000,6325,Ready to Move,12 out of 16,New Property,East,"Garden/Park, Main Road",Freehold,2 Open,Noida,2,77.048917,28.462787,59,60,2217,2205,831,128,28,29,2.6627374754777895,9.755656343920144,6.351780669923911
2287,, Siddhartha Vihar,800.0,3200000,3692,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Ghaziabad,2,84.982763,24.694906,162,177,5516,5558,5604,1,118,24,942.25559438564,955.3040411878569,948.1685265423679
2290,, Sector 55 Faridabad,900.0,2800000,4286,Ready to Move,2 out of 2,Resale,East,,Freehold,1 Open,Faridabad,3,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532104771,9.657639259865794,6.298185609802022
2291,, Sector 55 Noida,1450.0,50000000,12500,Ready to Move,18 out of 34,Resale,,,Leasehold,2 Covered,Noida,7,77.3261,28.5708,15,143,1468,1478,1481,24,118,53,1.1925425755356078,3.7635120903323593,2.7813198036181452
2292,, Sector 55 RWA,590.0,30000000,2603,Ready to Move,Ground out of 13,Resale,,,Freehold,,Noida,7,77.06357,28.464073,59,60,2217,831,818,128,28,29,1.137136532104771,9.657639259865794,6.298185609802022
2311,Rajiv Ranjan, Burari,890.0,3700000,3737,Ready to Move,3 out of 4,Resale,South - East,Main Road,Leasehold,1 Covered,Delhi,3,87.880592,22.389056,96,162,5516,5523,5558,1,118,24,1251.5491308224598,1360.1073751718407,1352.8186613015625
2312,, Stellar Jeevan,900.0,8700000,6042,Ready to Move,Ground out of 14,Resale,South - East,"Garden/Park, Main Road",Freehold,2 Open,Noida,3,77.447957,28.565432,15,187,1184,1320,1580,24,118,7,12.215411907478028,15.41493337648201,12.964220502900599
2313,, Shakti Nagar Gurgaon,1350.0,9500000,10556,Ready to Move,Ground out of 3,Resale,West,Garden/Park,Freehold,1 Open,Gurgaon,7,77.0172825,28.4537674,59,60,2217,2071,2070,128,109,89,6.177658629738835,11.483401108578452,7.9511122413854745
2314,, Sohna Gurgaon Road,1100.0,8000000,4878,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,3,77.0291583,28.43885,59,60,2217,831,2205,128,28,29,5.337362661777684,12.696966911331483,9.299984455496745
2315,, Dakshini Pitampura,1251.0,7500000,9375,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,2,77.135444,28.712134,155,171,4860,4770,4851,41,31,88,1.0460924177459143,0.33766397405630183,0.5584424451375465
2316,, Dwarka Sector 15,1800.0,10500000,7500,Ready to Move,3 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",Delhi,4,77.05069,28.599244,37,36,2049,2028,1987,43,23,108,1.35165453894514,0.3441492231891302,0.11361304131194076
2317,, Rohini Sector 24,1000.0,2300000,5750,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,1 Covered,Delhi,1,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.9876470141526223,1.596403412235594,0.43760886697201584
2318,, Vasant Apartments,2690.975,7200000,12000,Ready to Move,12 out of 22,Resale,East,"Main Road, Garden/Park, Pool",Freehold,1 Covered,Delhi,1,77.161834,28.564306,216,120,4218,4215,4197,40,71,38,0.41768889972570195,3.5300189490514744,0.519513109201369
2319,, Charms Castle,2800.0,4900000,3684,Poss. by Mar '24,2 out of 5,New Property,North - East,Garden/Park,Freehold,,Ghaziabad,3,76.522996,9.583643,96,162,167,741,742,4,5,29,932.1374080848027,2102.756528015835,2093.216405060116
2321,, Unity the Amaryllis,762.0,29000000,23181,Ready to Move,9 out of 18,New Property,North - East,Garden/Park,Freehold,,Delhi,2,76.083487,11.136904,96,162,167,741,742,4,29,5,769.9124638436765,1933.1209152939477,1923.3885455129564
2341,, Sector 28,884.0,15000000,6522,Ready to Move,2 out of 2,Resale,East,Main Road,Freehold,1 Covered,Noida,3,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.6359422040788547,9.05978538142453,4.179704616607458
2342,, Sector 28,525.0,15000000,10714,Ready to Move,2 out of 2,Resale,East,Main Road,Power Of Attorney,2 Open,Noida,2,77.0825722,28.4741302,112,135,831,818,5547,28,128,29,0.6359422040788547,9.05978538142453,4.179704616607458
2344,, Palam Vihar Extension Gurgaon,810.0,3500000,6667,Ready to Move,1 out of 2,Resale,North - East,Main Road,Freehold,,Gurgaon,2,77.0398992,28.5007712,60,112,2217,2205,1750,128,89,109,4.795891414953991,5.737421705898922,2.410957076577018
2345,, Uttam Nagar West New Delhi,850.0,6930000,6420,Ready to Move,Ground out of 2,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.1920741052101493,10.128227786703349,6.548283816120483
2346,, the professional New Delhi,1836.0,41500000,50610,Ready to Move,Ground out of 4,Resale,East,"Main Road, Garden/Park, Pool",Leasehold,,Delhi,5,79.826958,11.939379,96,162,741,742,511,4,5,29,711.2756551165517,1861.9227916936788,1853.0178287288245
