S.no,property,location,carpet_area_sqft,Price,Rate_per_sqft,status,floor,transaction,facing,overlooking,ownership,parking,city,bedroom,X,Y,nearest_metro_1,nearest_metro_2,nearest_school_1,nearest_school_2,nearest_school_3,nearest_hospital_1,nearest_hospital_2,nearest_hospital_3,distance_nearest_metro_km,distance_nearest_hospital_km,distance_nearest_school_km
139,Dream Nest Landbase, Aqua Front Towers,1800,16900000,9447,Ready to Move,18 out of 42,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,2 Covered,Gurgaon,3,80.288965,13.093671,96,162,741,742,511,5,4,12,617.243134,1744.604379,1735.864883
140,Aashiyana Properties, M3M Latitude,3700,60000000,20305,Ready to Move,11 out of 26,Resale,North - East,Garden/Park,Freehold,3 Covered,Gurgaon,4,77.059615,28.402113,59,60,743,506,515,29,128,28,6.515385927,16.48731819,9.864130395
141,Sushant Homes, SS The Leaf,4221,11500000,7012,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,1 Covered,Gurgaon,2,76.954983,28.407982,202,59,2160,2236,1859,128,109,74,11.14915899,19.25780002,12.44629424
142,Global Property, Safdarjung Enclave,1380,31000000,22963,Ready to Move,12 out of 16,New Property,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
151,Aaditya Property, Sector 46,1350,36500000,13519,Ready to Move,4 out of 4,New Property,North - West,"Garden/Park, Pool, Main Road",Freehold,1 Open,Gurgaon,4,77.0584045,28.4359133,59,60,831,5547,743,128,28,29,3.04407814,12.73310005,7.814201914
152,Vishwa Property, Suncity,1782,18000000,13433,Ready to Move,1 out of 2,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,4,77.13761156,28.4355436,5,53,743,506,515,29,28,40,5.18583642,9.645072475,0.561227093
153,Dev Associates, DGS Apartment,1100,15000000,9677,Ready to Move,7 out of 7,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,3,77.087003,28.474359,135,136,831,818,5547,28,29,128,0.759135089,9.033171928,3.694487706
154,P N A Corp Serv, Luxury Floors,1420,23000000,12907,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.09332,28.445347,59,60,831,5547,743,29,28,128,2.770202102,11.1209553,4.032208204
157,Investors Junction, RPS Auria Residences,2250,8500000,5431,Ready to Move,Ground out of 14,Resale,East,Garden/Park,Freehold,1 Open,Faridabad,3,77.354167,28.420905,127,13,5523,129,473,5,4,1,5.319265235,15.36455123,8.125141553
158,Property Bazar, Knowledge Park 3,1307,1600000,3800,Ready to Move,2 out of 2,Resale,North - West,"Pool, Garden/Park, Main Road",Leasehold,1 Covered,Noida,1,77.243225,28.540818,50,128,193,200,283,115,127,119,0.54234607,1.030858288,0.369310679
160,, Dlf City Phase 4,980,28000000,11523,Ready to Move,3 out of 14,Resale,South,Garden/Park,Freehold,"1 Covered,",Gurgaon,4,77.0836441,28.4640865,59,60,831,818,5547,28,29,128,1.328368634,10.12802175,4.088539934
161,, Mahagun Mansion 1 and 2,2050,8000000,5634,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,2 Open,Ghaziabad,3,77.100441,28.472445,53,197,831,818,5547,29,28,128,1.082141059,8.246682195,2.187946299
163,, Godrej Tropical Isle,1305,31500000,19444,Poss. by Nov '23,1 out of 3,Resale,South - East,Garden/Park,Freehold,"1 Covered,",Noida,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
164,, Tagore Garden,2800,18000000,13333,Ready to Move,17 out of 25,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
165,, Panchsheel Greens 2,640,10500000,5769,Ready to Move,2 out of 7,New Property,East,Main Road,Freehold,2 Covered,Noida,4,77.221131,28.542837,148,21,225,498,274,22,115,119,0.785225944,1.182762356,0.339008792
166,, Delhi Rajdhani Apartments,1500,11500000,10952,Ready to Move,2 out of 4,Resale,North,Garden/Park,Freehold,1 Covered,Delhi,2,77.300117,28.631698,103,65,1699,1695,1719,84,30,7,0.890620003,0.565026083,0.188924902
167,, Noida Extension Block A Noida,876,7320000,3486,Poss. by Dec '23,Ground out of 2,New Property,North,"Garden/Park, Main Road, Pool",Freehold,1 Covered,Noida,4,77.090452,28.474189,197,135,831,818,5547,28,29,128,0.8353326,8.786863098,3.312623912
168,, Greater Kailash 2,917,54000000,27907,Ready to Move,14 out of 26,New Property,North - East,"Garden/Park, Pool",Freehold,1 Open,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
169,, Saraswati Vihar,2000,25800000,17695,Ready to Move,11 out of 20,Resale,North - East,"Garden/Park, Main Road",Leasehold,"1 Covered,",Gurgaon,4,77.0832762,28.4772236,112,135,831,818,5547,28,128,29,0.39857838,8.767977234,4.154452689
170,, Express Astra,1400,18000000,8978,Poss. by Dec '25,3 out of 4,New Property,North - East,"Pool, Garden/Park, Main Road",Freehold,,Noida,3,77.052826,28.421477,59,60,743,831,5547,128,29,28,4.744648108,14.32603865,9.198162066
181,Aadharshila Realtors, Priyadarshini Vihar,1197,17500000,14620,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.280781,28.643133,133,97,1226,1434,1433,67,113,30,0.996320384,1.115914557,0.358405404
182,Rohini Developers, Himachal Apartment,1650,20900000,11611,Ready to Move,2 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",Delhi,3,77.054628,28.598378,36,37,2000,1987,5446,43,23,108,1.444247943,0.636544026,0.544344588
183,Garg Realty, Puri Emerald Bay,935,25500000,10408,Ready to Move,12 out of 29,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
184,Dalip Singh, Uttam Nagar West,1276,3200000,4828,Ready to Move,1 out of 3,Resale,North - East,Garden/Park,Freehold,"1 Covered,",Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
185,Civic Estate, Amrapali Smart City,1425,7700000,4877,Ready to Move,15 out of 25,Resale,East,"Garden/Park, Pool",Leasehold,1 Covered,Noida,3,79.400231,28.384045,187,6,5558,413,5516,24,129,94,222.5806275,232.8238406,229.1126162
186,Perfect Homes, KW Srishti,850,6950000,6193,Ready to Move,11 out of 14,Resale,East,Garden/Park,Freehold,2 Open,Ghaziabad,3,77.337989,28.313116,162,177,741,742,511,5,4,1,3.826932593,24.31033772,17.66382644
187,, Sector MU 2,2500,2000000,9444,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,Noida,1,77.0717418,28.4416815,59,60,831,5547,818,128,29,28,1.963046295,12.24466201,6.21083567
188,, Rohini Sector 23,880,8500000,16364,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Delhi,3,77.122822,28.732753,172,176,4985,4984,5184,80,50,42,1.987647014,1.596403412,0.437608867
189,, New Delhi,301.3892,45000000,3295,Ready to Move,1 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Power Of Attorney,"1 Covered,",Delhi,4,77.1362483,28.566437,190,25,4267,4278,4092,28,83,40,1.068414586,3.776289544,0.995764796
190,, Aditya World City,1570,2900000,29861,Ready to Move,14 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,3 Covered,Ghaziabad,2,77.373355,28.665116,101,6,2589,2775,2774,129,94,100,2.185170079,5.866627467,5.088099409
191,, Sheikh Sarai Phase 2,2500,9000000,6034,Ready to Move,1 out of 2,Resale,North - East,"Main Road, Garden/Park",Freehold,2 Covered,Delhi,1,81.05809,26.8688,162,177,5558,5516,5604,1,118,24,446.2768729,457.9747619,451.1263236
192,, Kavi Nagar,4900,7000000,9554,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,3,77.193888,28.679266,156,191,2998,3009,914,44,63,27,1.541654872,0.740446273,0.439191247
193,, Hero Homes,1600,10500000,11667,Poss. by May '24,3 out of 36,Resale,North,Garden/Park,Freehold,1 Covered,Gurgaon,2,77.093113,28.459191,59,197,831,5547,818,29,28,128,2.270667501,9.919413779,3.216597772
194,, Sheikh Sarai Phase 1,2090,14000000,6459,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Delhi,2,81.05809,26.8688,162,177,5558,5516,5604,1,118,24,446.2768729,457.9747619,451.1263236
195,, Uninav Eden,2250,13500000,9492,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Leasehold,2 Covered,Ghaziabad,3,77.021425,28.3945,59,60,743,506,831,128,29,28,9.173013238,17.69044819,13.78246402
196,, BPTP MANSIONS PARK PRIME,1900,28000000,14650,Ready to Move,35 out of 40,New Property,North - West,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,5,77.360846,28.412443,127,13,5523,129,473,5,4,1,5.632330151,16.54730863,9.264719889
197,, Mahagun Manorialle,946,89300000,18000,Poss. by Mar '24,11 out of 42,New Property,East,Garden/Park,Freehold,,Noida,5,77.361906,28.634857,89,4,1203,5504,1580,7,94,100,4.327890161,5.833247026,2.938049195
198,, M3M Golf Estate,934,91800000,14286,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,Gurgaon,4,77.06767955,28.40194465,59,60,743,506,515,29,28,128,6.395117501,16.56475246,9.071122895
199,, Project Sushant Lok 1 Block C,2530,25000000,4904,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,,Gurgaon,3,77.07704,28.468151,60,59,831,818,5547,128,28,29,0.691137912,9.499573617,4.772974704
200,, Uninav Eden,1750,10200000,16364,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,,Ghaziabad,3,77.021425,28.3945,59,60,743,506,831,128,29,28,9.173013238,17.69044819,13.78246402
201,, Greater Kailash 1,900,49500000,6900,Ready to Move,3 out of 10,New Property,North - East,Main Road,Leasehold,,Delhi,4,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
211,SR Realty, Emaar Digi Homes,1350,23500000,15584,Ready to Move,7 out of 33,Resale,North,Garden/Park,Freehold,"2 Covered,",Gurgaon,2,77.57476,12.917775,96,162,741,742,511,4,5,29,555.3663882,1731.527045,1722.282181
212,Shubham Properties, Yojana Vihar RWA,2700,51000000,21250,Ready to Move,Ground out of 4,New Property,North,"Garden/Park, Main Road",Freehold,2 Covered,Delhi,4,77.31693,28.661888,79,29,5486,1156,1254,94,100,107,1.610253308,0.711981506,0.400053671
213,Sikka Realtor, Orchid IVY,2280,26000000,10000,Poss. by Jun '25,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Gurgaon,3,77.093512,28.473019,197,135,831,818,5547,28,29,128,0.917673802,8.663609365,2.959203594
214,, Mahagun Puram,2632,3200000,3556,Ready to Move,19 out of 19,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",Ghaziabad,2,77.33541,28.644689,89,4,1705,1712,1689,7,100,107,1.229877347,3.177633746,1.787943749
215,, Amrapali Sapphire,2275,15800000,8746,Ready to Move,Ground out of 20,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,Noida,3,76.967681,28.392764,202,59,2160,2236,1859,128,109,74,13.26036633,19.95543215,14.12554157
216,, The Islands by Gaurs,2440,62900000,12926,Poss. by Jul '30,12 out of 23,New Property,North - West,"Garden/Park, Main Road",Freehold,"1 Covered,",Noida,5,76.239988,9.965718,96,162,167,741,742,4,5,29,894.5290446,2061.838508,2052.189579
217,, Prashant Vihar,850,11000000,14550,Ready to Move,2 out of 3,New Property,East,"Garden/Park, Pool, Main Road",Power Of Attorney,2 Covered,Delhi,2,77.136651,28.71062,155,171,4954,4839,4860,41,31,88,0.951168498,0.397061017,0.378055653
218,, Antriksh Nature,1200,24000000,8972,Ready to Move,10 out of 14,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1 Open,Noida,4,76.964844,28.402366,202,59,2160,2236,1859,128,109,74,12.40759329,19.1872057,13.06843984
219,, Vatika Gurgaon 21,800,11000000,6340,Ready to Move,7 out of 18,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Gurgaon,3,76.95132151,28.4418313,202,59,2160,2236,1961,128,109,74,9.281912672,16.587969,8.677965552
220,, ATS Advantage,2800,37000000,12131,Ready to Move,9 out of 22,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,4,77.365092,28.63917,89,101,1203,5504,1580,7,94,100,4.336137987,6.115900429,3.505030188
222,, Gaur City 7th Avenue,2152.78,6200000,5767,Ready to Move,14 out of 32,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Covered,Noida,2,77.264775,28.535239,49,55,5579,313,316,1,5,127,1.015845989,2.153915534,0.748470506
223,, Sri Durga Apartment,1900,16000000,10000,Ready to Move,9 out of 10,Resale,North,Main Road,Freehold,2 Covered,Delhi,3,74.864162,12.871495,96,162,167,743,457,29,4,5,633.7197332,1755.510232,1746.020415
224,, East Avenue,630,3000000,2857,Ready to Move,1 out of 6,Resale,North - West,Main Road,Freehold,,Noida,2,77.198313,28.541488,56,148,419,830,771,126,34,71,0.981120908,0.713624562,0.249691114
242,Ample Properties, Pahar Ganj,800,3500000,3889,Ready to Move,11 out of 14,Resale,East,Main Road,Freehold,3 Covered,Delhi,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
245,Alpas Corp, Aba Cherry County,1550,9500000,7877,Ready to Move,1 out of 20,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Noida,3,77.446603,28.601104,187,6,1184,1580,1203,24,7,94,8.448769342,14.70554469,11.87406303
246,Upscale Landholdings, Samridhi Luxuriya Avenue,1143,14000000,11245,Ready to Move,Ground out of 4,New Property,East,Main Road,Freehold,2 Covered,Noida,2,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
247,, Splendour,1700,9900000,6115,Poss. by Jun '26,2 out of 4,New Property,North,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",Noida,3,73.694325,18.402263,96,202,743,2126,167,29,128,28,428.9350747,1186.579005,1176.697833
248,, Wazir Nagar,2152.78,8000000,7273,Ready to Move,2 out of 4,Resale,North - West,Garden/Park,Freehold,2 Open,Delhi,2,77.193888,28.679266,156,191,2998,3009,914,44,63,27,1.541654872,0.740446273,0.439191247
249,, Sadarpur,3000,1600000,3721,Ready to Move,1 out of 4,Resale,North,Main Road,Freehold,2 Covered,Ghaziabad,1,77.3525,28.55306,15,143,5574,5573,144,118,24,1,2.348125675,6.864579879,3.576222248
252,, T Homes,1450,10500000,6774,Ready to Move,4 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Ghaziabad,3,76.472964,10.100144,96,162,167,741,742,4,5,29,875.9706872,2045.692855,2036.127074
253,, County 107,1950,52500000,15014,Poss. by Dec '23,1 out of 3,Resale,East,"Garden/Park, Main Road",Freehold,3 Covered,Noida,4,77.162083,28.740823,68,54,3971,3899,3917,86,13,42,1.649729398,1.513298766,0.248605756
254,, Mehrauli New Delhi,3000,3500000,5278,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,"2 Covered,",Delhi,3,77.1352279,28.4875461,5,46,4138,4158,4097,29,28,40,1.294413427,4.532727691,0.595632285
271,AAB Realty, Palm Green,950,19500000,10000,Ready to Move,9 out of 9,Resale,North - East,"Garden/Park, Main Road",Freehold,2 Open,Delhi,3,76.309104,9.974424,96,162,167,741,742,4,5,29,892.3793024,2060.472518,2050.848524
272,Arora Properties, DDA Flats,750,12000000,11429,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Leasehold,1 Covered,Delhi,2,77.175303,28.553915,120,161,5476,4175,4137,40,71,126,0.480541015,1.871464957,0.678726961
273,Investors Lab, Prateek Wisteria,215,6500000,6806,Ready to Move,8 out of 15,Resale,East,"Garden/Park, Pool, Main Road",Freehold,2 Covered,Noida,2,77.008442,28.477144,60,59,2071,2070,2217,128,109,18,7.121895927,9.580779677,5.178770516
274,Abhinav Tyagi, Godrej Serenity ,582,12500000,8181,Ready to Move,8 out of 24,New Property,North,"Garden/Park, Main Road",Freehold,"5 Covered,",Gurgaon,3,77.002709,28.483239,60,59,2071,2070,2072,128,109,18,7.640654642,9.383418861,4.317443138
275,Creative Homz , Sector 38 Gurgaon,1350,80000000,25616,Ready to Move,1 out of 5,Resale,East,"Garden/Park, Main Road",Freehold,1 Open,Gurgaon,10,77.0403538,28.4351423,59,60,2217,831,5547,128,28,29,4.480293636,12.8962712,9.47986688
276,, Laxmi Nagar,1940,5000000,8547,Ready to Move,4 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,Delhi,2,77.0172825,28.4537674,59,60,2217,2071,2070,128,109,89,6.17765863,11.48340111,7.951112241
277,, Sushant Lok 1 Block C Gurgaon,800,60000000,15000,Poss. by Dec '25,8 out of 14,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,Gurgaon,6,77.07704,28.468151,60,59,831,818,5547,128,28,29,0.691137912,9.499573617,4.772974704
278,, Zara Aavaas,1980,3700000,5692,Ready to Move,9 out of 12,New Property,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,2,74.618404,18.091438,96,162,743,167,459,29,128,28,323.5753008,1191.395823,1182.280995
279,, Oxy Homez,1185,4200000,3111,Ready to Move,2 out of 3,Resale,North - West,"Pool, Garden/Park, Main Road",Freehold,1 Open,Ghaziabad,3,75.357674,12.043109,96,162,167,5557,741,29,4,5,695.5057834,1839.771364,1830.157648
280,, Paryatan Vihar,1000,4500000,10000,Ready to Move,Ground out of 1,Resale,West,Main Road,Freehold,1 Open,Delhi,1,77.03397,28.516466,182,40,2217,2205,1750,128,109,89,3.199494381,4.379555337,1.822057666
281,, Paryatan Vihar,1400,9500000,7037,Ready to Move,2 out of 2,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,1 Covered,Delhi,3,77.03397,28.516466,182,40,2217,2205,1750,128,109,89,3.199494381,4.379555337,1.822057666
301,Tanishq Property, Masjid Moth,1358,57500000,23663,Ready to Move,1 out of 4,New Property,North,Garden/Park,Freehold,2 Covered,Delhi,3,77.236039,28.540869,50,21,321,231,453,115,119,127,0.290641612,0.3570102,0.450127678
303,Suraj Builders (Suraj Jaiswal Buildup Pvt. Ltd.), SRS Pearl,780,7000000,4082,Ready to Move,4 out of 14,Resale,North - East,"Garden/Park, Pool",Freehold,1 Covered,Faridabad,3,77.345545,28.412383,127,13,129,473,474,5,4,1,4.03783573,15.36062102,8.786577789
304,Rajan Raheja, Mujesar Village,850,6200000,6889,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Main Road",Freehold,"1 Covered,",Faridabad,4,83.947124,21.392519,96,162,5523,245,566,5,1,4,810.0042923,1084.736907,1077.103682
307,, Whiteland Blissville,1826,17600000,10526,Ready to Move,3 out of 14,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,Gurgaon,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
308,, Omex Green Valley,745,19500000,17473,Ready to Move,2 out of 4,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",Faridabad,5,77.271782,28.640076,97,133,1524,1523,1558,67,30,113,1.240435678,1.810488669,0.197981811
309,, Paras Dews,1550,13500000,7105,Ready to Move,12 out of 32,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",Gurgaon,3,77.02043,28.453932,59,60,2217,2071,2070,128,109,89,5.828237642,11.34727947,8.034564246
310,, Uttam Nagar,1300,4000000,5000,Ready to Move,1 out of 2,New Property,East,Main Road,Freehold,1 Covered,Delhi,3,77.061922,28.459647,59,60,831,2217,818,128,28,29,1.192074105,10.12822779,6.548283816
311,, Malibu Town,3600,8800000,8826,Poss. by Jun '24,8 out of 15,Resale,East,Garden/Park,Freehold,"1 Covered,",Gurgaon,2,77.0468649,28.4234344,59,60,831,743,5547,128,28,29,4.907478033,14.12970243,9.623833119
312,, Era Divine Court,2000,5000000,3077,Ready to Move,2 out of 4,Resale,North - East,Main Road,Freehold,1 Open,Faridabad,3,76.773508,9.683957,96,162,741,742,167,4,5,29,918.1291642,2090.749025,2081.299917
313,, Godrej Icon,450,16000000,7470,Ready to Move,2 out of 3,New Property,North - East,Garden/Park,Leasehold,2 Covered,Gurgaon,3,77.002709,28.483239,60,59,2071,2070,2072,128,109,18,7.640654642,9.383418861,4.317443138
331,Chhillar Homes, Om Apartments,450,6000000,10909,Ready to Move,1 out of 3,Resale,East,Main Road,Freehold,2 Open,Delhi,1,77.02370944,28.39247495,59,60,743,506,831,128,29,28,9.198408767,17.86132235,13.72186531
